"words","term.freq","doc.freq"
"šamaš-abu-uṣur[1]pn",6,4
"mukin-aššur[1]pn",7,4
"uarbisi[1]pn",4,4
"šarru-ilaʾi[1]pn",4,4
"ilu-mušezib[1]pn",4,4
"dari-šarru[1]pn",4,4
"ubru-aššur[1]pn",5,4
"kinanni-issar[1]pn",4,4
"singara[1]gn",4,4
"yarhu[pond]n",5,4
"marduk-šakin-šumi[1]pn",4,4
"gabbu-ilani-ereš[1]pn",4,4
"urdu-ea[1]pn",4,4
"kayyamanu[saturn]cn",6,4
"šukudu[sirius]cn",4,4
"ayyumma[any]xp",4,4
"namburbû[apotropaic-ritual]n",6,4
"rubû[prince]n",4,4
"laqātu[gather-up]v",5,4
"erṣetu[earth]n",4,4
"kiššūtu[exercise-of-power]n",4,4
"qiāšu[give]v",4,4
"ikkillu[lamentation]n",4,4
"aššur-mukin-paleya[1]pn",4,4
"uru[ur]gn",4,4
"malāku[discuss]v",5,4
"lēʾû[powerful]aj",4,4
"tēltu[saying]n",5,4
"atāru[be(come)-outsize]v",4,4
"miqittu[(down)fall]n",4,4
"parsu[cut-off]aj",4,4
"šūt[who]rel",4,4
"sippu[(door-)jamb]n",4,4
"buddudu[waste]v",5,4
"hissatu[understanding]n",5,4
"tukkulu[encouraged]aj",5,4
"rittu[hand]n",4,4
"mesaya[mesaean]en",9,4
"adad-ereš[1]pn",4,4
"līṭu[sketch]n",4,4
"šalāṭu[rule]v",6,4
"katāmu[cover]v",5,4
"beltia[1]dn",4,4
"lubuštu[clothing]n",6,4
"šubtu[seat]n",4,4
"pesēnu[cover-up]v",5,4
"qerbu[centre]n",4,4
"šalânū-[without]prp",4,4
"dāriš[for-ever]av",4,4
"aššur-nadin-ahi[1]pn",4,4
"la-teggi-ana-issar[1]pn",4,4
"aššur-garuʾa-nere[1]pn",5,4
"šamaš-naʾdi[1]pn",5,4
"adad-abu-uṣur[1]pn",4,4
"mušezib-aššur[1]pn",4,4
"nabu-mar-šarri-uṣur[1]pn",4,4
"bel-šadduʾa[1]pn",4,4
"badaya[1]pn",5,4
"lansi[1]pn",7,4
"kamāsu[gather-in]v",4,4
"riāhu[remain]v",4,4
"nakāru[enemy]n",4,4
"šalhû[outer-wall]n",8,4
"nibzu[(a-kind-of)-document]n",5,4
"herû[dig]v",5,4
"šiltāhu[arrow]n",5,4
"hatallaya[1]en",6,4
"puqudu[1]gn",4,4
"ahhešaya[1]pn",7,4
"appu[nose]n",4,4
"ekletu[darkness]n",4,4
"anīna[hear-me!]j",6,4
"samāhu[mix]v",5,4
"kišādu[neck]n",4,4
"ša-danāni[by-force]av",4,4
"puṭṭuru[released]aj",4,4
"umban-kidinni[1]pn",4,4
"danniš[very]av",4,4
"šelû[be(come)-neglectful]v",4,4
"kapādu[plan]v",4,4
"kidinnūtu[exempt-status]n",7,4
"sakātu[be(come)-silent]v",4,4
"išû[have]v",4,4
"habālu[do-wrong]v",5,4
"šula[1]pn",4,4
"yakinu[1]pn",4,4
"kurru[unit]n",6,4
"pitqudu[cautious]aj",4,4
"abi-hari[1]pn",6,4
"diānu[judge]v",4,4
"ṣirû[brim]n",4,4
"banû[be(come)-good]v",4,4
"bada[1]pn",5,4
"abku[captive]n",4,4
"ēkânu[where?]qp",4,4
"tukku[(act-of)-oppression]n",4,4
"ašaredu[1]pn",5,4
"mar-biti[1]dn",4,4
"arkāniš[back]av",6,4
"bunanu[1]pn",4,4
"dakkuri[dakkuru]gn",5,4
"mulliltu[1]dn",6,4
"bel-ušezib[1]pn",5,4
"birati[1]gn",4,4
"qurdi-aššur-lamur[1]pn",4,4
"qurdi-aššur[1]pn",4,4
"šakkulu[wipe]v",3,3
"atunnaya[1]en",3,3
"aššur-balti-niše[1]pn",3,3
"qātā-[in-person]av",3,3
"tēgirtu[negotiation?]n",5,3
"kibabiše[1]pn",4,3
"humbe[1]pn",3,3
"ālūtu[of-the-city]n",4,3
"zaqīpu[stake]n",4,3
"sikris[1]gn",3,3
"rīqūtu[emptiness]n",3,3
"titūru[bridge]n",3,3
"asdudaya[ashdodite]en",3,3
"ahat-abiša[1]pn",3,3
"kitû[flax]n",20,3
"nūnu[fish]n",16,3
"kilīlu[wreath]n",4,3
"mīlu[high-water]n",3,3
"gidgiddanu[1]pn",6,3
"nēberu[crossing]n",6,3
"kabšarru[stone-carver]n",3,3
"mazû[pressed]aj",3,3
"mâdu[be(come)-many]v",3,3
"nabu-balliṭ[1]pn",3,3
"gurdi[1]pn",3,3
"nimru[leopard]n",3,3
"kinūnu[brazier]n",4,3
"haldi-naṣir[1]pn",3,3
"birataya[biratean]en",3,3
"ruqahaya[ruqahu]en",3,3
"ekallati[1]gn",5,3
"halahhu[1]gn",4,3
"huṣābu[twig]n",3,3
"ina-šar-bel-allak[1]pn",3,3
"ahu-lurši[1]pn",3,3
"âdu[take-notice-of]v",4,3
"hunni[1]pn",4,3
"kakku[stick]n",3,3
"rēʾûtu[shepherdship]n",3,3
"zâzu[divide]v",3,3
"passuku[clear-(away)]v",3,3
"simtu[appropriate-symbol]n",5,3
"emdu[imposed]aj",3,3
"kūnu[firm]aj",3,3
"šamaš-upahhir[1]pn",3,3
"habruri[1]gn",3,3
"nabu-deni-epuš[1]pn",3,3
"nabu-riba-ahhe[1]pn",4,3
"pilistaya[philistine]en",3,3
"mugguru[tear-down]v",3,3
"mākisu[tax-collector]n",6,3
"agāru[hire]v",3,3
"mūtānu[epidemic]n",3,3
"tidintu[gift]n",3,3
"dadi-ibni[1]pn",3,3
"upumu[1]gn",4,3
"buru[1]dn",3,3
"erbêšu[four-times]av",3,3
"šaluššani[the-year-before-last]av",3,3
"pallišu[(stone)-borer]n",4,3
"nāgurtu[hire?]n",4,3
"dada[1]pn",4,3
"mašqû[watering-place]n",3,3
"šuglû[deported]n",6,3
"arihu[1]pn",3,3
"samirinaya[samarian]en",3,3
"šadikannaya[from-šadikanni]en",3,3
"dannatu[fortified-(place)]n",3,3
"ebissu[(roped-up)-bundle]n",7,3
"nemed-ištar[1]gn",3,3
"šurmēnu[cypress]n",5,3
"rimku[bath]n",3,3
"akburu[1]pn",3,3
"hamataya[from-hamath]en",4,3
"kubanaše[1]gn",4,3
"ilu-piya-uṣur[1]pn",3,3
"dugul-pan-ili[1]pn",4,3
"râmu[present-to]v",4,3
"nagaha[1]pn",4,3
"kalzu[precinct?]n",6,3
"taqānu[be(come)-secure]v",3,3
"dinanu[1]pn",3,3
"ullūtu[garrison]n",3,3
"eziat[1]gn",3,3
"purattu[euphrates]wn",3,3
"kanāšu[gather-in]v",3,3
"mašālu[equal]v",5,3
"ārišūtu[agricultural-tenancy]n",3,3
"enû[change]v",3,3
"pulua[1]gn",3,3
"harbu[plough]n",3,3
"kulimmeri[1]gn",3,3
"penza[1]gn",3,3
"pû[chaff]n",4,3
"saparru[cart]n",3,3
"il-dala[1]pn",7,3
"umnīnu[chest]n",4,3
"mahde[1]pn",3,3
"diqāru[large-bowl]n",4,3
"aššur-belu-daʾʾin[1]pn",3,3
"tiāmtu[sea]n",4,3
"abaliuqunu[1]pn",4,3
"kar-siparri[1]gn",3,3
"sarduriani[1]gn",5,3
"saniye[1]pn",5,3
"kipšuna[1]gn",3,3
"kibru[bank]n",3,3
"sahliu[cress]n",3,3
"nūru[light]n",3,3
"qablu[battle]n",3,3
"ayyābu[enemy]n",3,3
"tukku[oppression]n",3,3
"atanha-šamaš[1]pn",3,3
"marāqu[rub-s.th.]v",3,3
"zikirtu[1]gn",3,3
"išme-ilu[1]pn",3,3
"sarru[criminal]n",5,3
"labdudaya[1]en",3,3
"abātu[run-away]v",4,3
"murṣu[illness]n",3,3
"sāmtu[redness]n",3,3
"dur-taliti[1]gn",5,3
"arzuhinaya[1]en",3,3
"šuklulu[complete]aj",3,3
"ṭabtu[salt]n",4,3
"mehû[storm]n",3,3
"kar-aššur[1]gn",4,3
"mehru[(a-conifer)]n",5,3
"šuqultu[weight]n",5,3
"igli[1]pn",4,3
"musukkannu[magan-tree]n",6,3
"niggallu[sickle]n",3,3
"ṣāripu[dyer]n",3,3
"libbalayu[1]pn",3,3
"šamaš-leʾi[1]pn",3,3
"ahu-uqur[1]pn",3,3
"ṭābihu[slaughterer]n",4,3
"akbaru[1]pn",3,3
"ṣabu-damqu[1]pn",4,3
"kapar-zizi[1]gn",5,3
"qibinni[1]pn",4,3
"madayu[1]pn",3,3
"aššur-natkil[1]pn",3,3
"muneppiš-ilu[1]pn",3,3
"ahu-ṭaba[1]pn",3,3
"marduk-belu-uṣur[1]pn",5,3
"abu-ṭaba[1]pn",5,3
"il-šumki[1]pn",3,3
"tīlu[(ruin)-mound]n",3,3
"ah-imme[1]pn",3,3
"šumma-ilaʾi[1]pn",3,3
"šumu-lešir[1]pn",3,3
"pūru[lot]n",3,3
"salmanu-ašared[shalmaneser-v]pn",3,3
"inurta-ahu-iddina[1]pn",4,3
"mera[1]gn",3,3
"ubru-adad[1]pn",3,3
"bel-taklak[1]pn",3,3
"ki-lamši[1]pn",13,3
"ilu-ereš[1]pn",11,3
"nabu-kabti-ahhešu[1]pn",4,3
"birtu[1]gn",3,3
"aškāpu[leatherworker]n",3,3
"ahi-ramu[1]pn",3,3
"abda[1]pn",3,3
"mitunu[1]pn",3,3
"aššur-isseʾa[1]pn",3,3
"maganuba[1]gn",4,3
"nabu-hussanni[1]pn",3,3
"abdaʾ[1]pn",3,3
"nadin-ahhe[1]pn",4,3
"ṭab-šar-nabu[1]pn",3,3
"bibi[1]pn",3,3
"qiti-ilani[1]pn",3,3
"milkya[1]pn",4,3
"nabu-leʾani[1]pn",3,3
"nabu-ahhe-ereš[1]pn",3,3
"šinništu[woman]n",4,3
"ṣil-aššur[1]pn",5,3
"remanni-aššur[1]pn",4,3
"kullania[calneh]gn",3,3
"šamaš-ahu-uṣur[1]pn",3,3
"ahi-yau[1]pn",3,3
"nabu-zeru-iqiša[1]pn",3,3
"ahuni[1]pn",4,3
"kubabu-ilaʾi[1]pn",3,3
"adad-belu-uṣur[1]pn",3,3
"halleṣu[1]pn",3,3
"dari-bel[1]pn",3,3
"ilu-ukallanni[1]pn",3,3
"šamaš-iddina[1]pn",3,3
"nabu-šarrani[1]pn",3,3
"sekretu[enclosed-(woman)]n",3,3
"handi[1]pn",3,3
"libluṭ[1]pn",3,3
"ereš-issar[1]pn",3,3
"hu-mamati[1]pn",3,3
"sameʾ[1]pn",3,3
"seʾ-maʾadi[1]pn",3,3
"useaʾ[1]pn",3,3
"aya-ahhe[1]pn",3,3
"tarhundapi[1]pn",4,3
"assi[1]pn",5,3
"bel-šarrani[1]pn",3,3
"ilu-eriba[1]pn",4,3
"naʾid-aššur[1]pn",3,3
"nadû[throw-(down)]v",4,3
"urda[1]pn",3,3
"nergal-ilaʾi[1]pn",3,3
"dummuqa[1]pn",3,3
"marṣiš-adallal[1]pn",3,3
"munnabitu[1]pn",3,3
"quya[1]pn",3,3
"sin-abu-uṣur[1]pn",3,3
"ribati[1]pn",5,3
"kannuʾ[1]gn",5,3
"ibnaya[1]pn",3,3
"kuluʾ-issar[1]pn",3,3
"yadiʾ-il[1]pn",3,3
"mušallim-ilu[1]pn",3,3
"šulmu-beli-lamur[1]pn",3,3
"milki-ramu[1]pn",4,3
"harmaku[1]pn",3,3
"niksu[cutting-(off)]n",5,3
"bel-ahu-iddina[1]pn",3,3
"nabu-raʾim-ketti[1]pn",3,3
"nabu-zaqip-enši[1]pn",3,3
"ereš-ilu[1]pn",4,3
"šaddu[(a-chest-or-container)]n",4,3
"ginnaya[1]pn",3,3
"danni[1]pn",3,3
"remanni-illil[1]pn",3,3
"itti-adad-anenu[1]pn",3,3
"kubabu-ereš[1]pn",3,3
"musallamu[1]pn",3,3
"madanu[1]dn",3,3
"hata[1]gn",3,3
"sin-ilaʾi[1]pn",3,3
"ilu-kenu-uṣur[1]pn",3,3
"adad-dan[1]pn",3,3
"hara-dadi[1]pn",3,3
"ahi-qamu[1]pn",9,3
"nabu-uṣalli[1]pn",5,3
"haza-il[1]pn",4,3
"dayan-adad[1]pn",6,3
"mušezibu[1]pn",6,3
"nabu-damqi-ilani[1]pn",3,3
"halmusu[1]pn",3,3
"nergal-abu-uṣur[1]pn",3,3
"mudabirayu[1]pn",3,3
"gimillu[1]pn",3,3
"kapar-bahaya[1]gn",3,3
"isanayu[1]pn",3,3
"mušezib-marduk[1]pn",6,3
"ṣipirtu[(an-item-of-clothing)]n",5,3
"ṣallam-šarri-iqbi[1]pn",4,3
"bariku[1]pn",6,3
"qarha[1]pn",3,3
"nabu-qati-ṣabat[1]pn",3,3
"adad-šallim[1]pn",3,3
"ṣuhurtu[the-young;-youth(s)]n",4,3
"hu-bašati[1]pn",3,3
"akkad[1]gn",10,3
"qītu[end]n",3,3
"gummurtu[totality]n",3,3
"šaqû[be(come)-high]v",3,3
"taklimtu[revelation]n",11,3
"ša-šērāti[in-the-morning]av",4,3
"tarbiṣu[1]gn",3,3
"qalālu[be(come)-light]v",4,3
"šēru[morning]n",3,3
"šarūru[brilliance]n",3,3
"šamaš-naṣir[1]gn",6,3
"ṣibtu[interest]n",3,3
"waṣābu[add]v",3,3
"nawru[bright]aj",3,3
"apkallu[wise-man]n",3,3
"šamšu[sun]n",3,3
"puqqu[pay-attention-to]v",3,3
"innû[ours]pp",3,3
"kabtu[heavy]aj",3,3
"ṭab-šar-sin[1]pn",3,3
"baṭlu[ceased]aj",5,3
"pappardaliu[agate]n",5,3
"raqāqu[be(come)-thin]v",4,3
"halālu[pipe]v",3,3
"adad-ahu-iddina[1]pn",5,3
"kaṣru[firmly-joined]aj",4,3
"šeruʾa[1]dn",3,3
"v[issu]from",3,3
"rīmu[wild-bull]n",3,3
"rīqu[aromatic-substance]n",3,3
"bulṭu[life]n",4,3
"šullāmu[(a-type-of-horse)]n",3,3
"mušēṣû[drain]n",3,3
"ellu[pure]aj",3,3
"nabu-nadin-apli[1]pn",3,3
"qanû[acquire]v",3,3
"bašlu[cooked]aj",3,3
"ṣullulu[roof-over]v",4,3
"elēnû[upper]aj",3,3
"kupru[bitumen]n",4,3
"banû[create]v",3,3
"diglu[vision]n",4,3
"iddin-ahi[1]pn",3,3
"ina-qibi-bel[1]gn",3,3
"gallābu[barber]n",3,3
"sīhu[rebellion]n",4,3
"nâlu[lie-down-(to-sleep)]v",4,3
"bâšu[come-to-shame]v",4,3
"bel-harran-ahu-uṣur[1]pn",3,3
"ramati[1]pn",4,3
"upaqa-ana-arbail[1]pn",4,3
"šep-šarri[1]pn",3,3
"naʾdi-issar[1]pn",3,3
"issar-nadin-ahhe[1]pn",3,3
"harranayu[1]pn",3,3
"mutakkil-marduk[1]pn",4,3
"zarʾuti[1]pn",4,3
"tuqunu-ereš[1]pn",3,3
"šulmu-mat-aššur[1]pn",3,3
"miqtu-adur[1]pn",3,3
"ripittu[straying]n",4,3
"šulmu-mati[1]pn",3,3
"gabbu-ina-qat-ili[1]pn",3,3
"remanni-issar[1]pn",3,3
"šakil-aya[1]pn",4,3
"aššur-duru-uṣur[1]pn",4,3
"silim-adad[1]pn",3,3
"taquni[1]pn",3,3
"gabbu-ilani[1]pn",4,3
"que[1]gn",3,3
"aššur-gimillu-tere[1]pn",3,3
"ešrayu[1]pn",4,3
"paši[1]pn",4,3
"ubru-ahhešu[1]pn",3,3
"urdu-aššur[1]pn",3,3
"raʾu[1]pn",3,3
"dadusu[1]pn",3,3
"samanu[1]gn",3,3
"labasi[1]pn",3,3
"gaddiya[1]pn",3,3
"mannu-lu-šulmu[1]pn",3,3
"mutaqqin-aššur[1]pn",4,3
"bel-ilaʾi[1]pn",3,3
"paddanu[1]gn",3,3
"ša-la-ili-mannu[1]pn",3,3
"aššur-šimanni[1]pn",3,3
"zabdi-il[1]pn",3,3
"gullubu[shear]v",5,3
"mārūtu[status-of-son]n",3,3
"araši[1]gn",3,3
"tabalaya[1]en",4,3
"šaṣbutu[supplies]n",3,3
"uriakka[1]gn",3,3
"irtukkanu[1]pn",3,3
"kulumanaya[kulumanean]en",3,3
"asrukanu[1]pn",3,3
"kīdānu[outside]av",3,3
"malak[1]gn",5,3
"burati[1]gn",3,3
"bit-imbi[1]gn",3,3
"ša-arīti[shield-bearer]n",3,3
"nabu-balliṭanni[1]pn",3,3
"sipparaya[1]en",3,3
"minuʾ[1]gn",5,3
"ammi-yataʾ[1]pn",7,3
"himtu[leather-skin]n",3,3
"diglat[tigris]wn",3,3
"qarnu[horn]n",4,3
"barik-il[1]pn",3,3
"šâšunu[(to/of)-them]ip",3,3
"lamādu[learn]v",3,3
"šamaš-metu-uballiṭ[1]pn",3,3
"ṣītu[exit]n",4,3
"sissiktu[hem]n",3,3
"aṣūdu[(a-dish-of-food)]n",3,3
"kaṣāpu[think]v",3,3
"adad-killanni[1]pn",3,3
"epištu[deed]n",3,3
"latāku[try-out]v",4,3
"hazannūtu[office-of-mayor]n",3,3
"eṭēru[take-away]v",3,3
"kidinnu[protection]n",3,3
"karmu[stored]aj",3,3
"itti-šamaš-balaṭu[1]pn",3,3
"ikribu[prayer]n",3,3
"mušamhiṣu[inciter-to-fight]n",3,3
"qēmu[flour]n",4,3
"berû[be(come)-hungry]v",3,3
"elēnu[above]av",4,3
"šalālu[carry-off]v",3,3
"qišti-marduk[1]pn",3,3
"ṭēmūtu[of-order]n",3,3
"amel-nabu[1]pn",3,3
"zeriya[1]pn",4,3
"zēʾirānu[enemy]n",3,3
"ardānūtu[servitude]n",8,3
"dakkuru[1]pn",4,3
"hindaraya[hindarean]en",6,3
"pirṣatu[deceit]n",3,3
"hiāru[choose]v",4,3
"ša-muhhi-bītāni[chamberlain]n",4,3
"nêšakku[(a-priest)]n",3,3
"alaktu[way]n",4,3
"šumu-ukin[1]pn",3,3
"dabibi[1]pn",3,3
"erišu[1]pn",4,3
"arratu[curse]n",3,3
"abi-yaqiya[1]pn",3,3
"nabu-šumu-ereš[1]pn",3,3
"arkītu[posterity]n",4,3
"šamaʾgunu[1]pn",3,3
"ša-qašti[bowman]n",3,3
"raʾsu[sheikh]n",3,3
"zêru[dislike]v",3,3
"bel-iddin[1]pn",4,3
"maʾʾuttu[subsistence-(field)]n",3,3
"targibatu[1]gn",4,3
"bananu[1]gn",3,3
"pehû[close-up]v",3,3
"ṣummû[thirst]n",6,3
"sasiya[1]pn",4,3
"šerku[temple-oblate]n",3,3
"zer-kitti-lišir[1]pn",5,3
"pittu[area]n",3,3
"zāʾeru[enemy]n",3,3
"nabu-ahhe-šullim[1]pn",3,3
"ašša[because]prp",4,3
"danānu[power]n",3,3
"attū-[belonging-to]prp",3,3
"nukurtu[enmity]n",3,3
"qidaraya[qedarite]en",3,3
"birataya[from-birati]en",7,3
"arabu[arabs]en",3,3
"mandītu[surprise-(attack)]n",3,3
"iba[1]pn",3,3
"hiʾālu[(a-kind-of-military-force)]n",4,3
"qadisu[qadeš]gn",3,3
"maʾabaya[moabite]en",3,3
"aššur-matka-tera[1]pn",3,3
"liʾtamu[1]en",4,3
"yāši[to-me]ip",3,3
"muskaya[phrygian]en",22,2
"urik[1]pn",2,2
"šapru[envoy]n",2,2
"urpalaʾa[1]pn",4,2
"kilar[1]pn",4,2
"istuandaya[1]en",2,2
"bit-purutaš[1]gn",2,2
"kaʾādu[(meaning-unknown)]v",2,2
"mazāʾu[press]v",2,2
"ebīhu[(a-rope-or-girdle)]n",2,2
"kurû[short]aj",2,2
"kunnušu[assembled]aj",2,2
"deraya[from-der]en",2,2
"nabataya[1]en",2,2
"ullusunu[1]pn",3,2
"dayyaltu[(hunting)-foray]n",2,2
"manāhtu[resting-place]n",2,2
"sumurzu[1]gn",2,2
"têrtu[instruction]n",2,2
"bit-barru[1]gn",3,2
"kāsu[cup]n",2,2
"gambulu[1]gn",2,2
"haṣāṣu[erect-(reed-hut)]v",2,2
"almattu[widow]n",2,2
"urdānūtu[servitude]n",2,2
"ṭabāhu[slaughter]v",2,2
"šūlû[raised]aj",2,2
"wazaun[1]gn",2,2
"muṣaṣiraya[1]en",2,2
"šinnu[tooth]n",3,2
"pīru[elephant]n",3,2
"saddinu[(a-tunic)]n",27,2
"zāratu[tent]n",2,2
"elizki[1]gn",5,2
"huzīru[pig]n",2,2
"anisu[1]gn",4,2
"habhu[1]gn",2,2
"yeri[1]gn",3,2
"kizzatu[deduction?]n",2,2
"mēlû[height]n",2,2
"nāmaru[watch-tower]n",3,2
"labdudu[1]gn",2,2
"sapirrutu[1]gn",3,2
"timmu[post]n",2,2
"naglabu[razor]n",2,2
"našāru[deduct]v",2,2
"pitūtu[(a-headdress)]n",2,2
"šiknu[setting]n",2,2
"kassupu[broken]aj",2,2
"bel-age[lord-of-the-crown]dn",2,2
"tartara[1]wn",2,2
"suhu[1]gn",2,2
"ṣululu[1]pn",2,2
"gugallu[canal-inspector]n",2,2
"hamranaya[1]en",2,2
"ṣibtu[1]gn",3,2
"al-aššur[assur]gn",2,2
"laptu[touched]aj",4,2
"pagru[body]n",2,2
"kasappa[1]gn",3,2
"kurdiššu[(a-storage-facility-for-straw)]n",2,2
"sebetti[1]cn",2,2
"kisallu[courtyard]n",3,2
"huli[1]pn",2,2
"paṭīru[portable-altar]n",3,2
"qerû[call]v",2,2
"ṣēnu[flock]n",3,2
"ešēru[be/go-well]v",2,2
"aššur-šarru-ibni[1]pn",2,2
"šiāṣu[decline]v",2,2
"pan-aššur-lamur[1]pn",2,2
"tupninnu[box]n",5,2
"hušû[(metal)-scraps]n",3,2
"narmaktu[washbasin]n",2,2
"huziru[1]pn",2,2
"hubbulu[indebted]aj",3,2
"raṣappaya[1]pn",2,2
"kiškattû[craftsman]n",2,2
"argite[1]gn",2,2
"sazana[1]gn",2,2
"amiru[1]pn",2,2
"imeru[(meaning-unclear)]n",2,2
"huzaza[1]gn",4,2
"ʾataya[ʾatean]en",2,2
"rabla[riblah]gn",2,2
"padakku[(a-grain-storage-facility)]n",3,2
"gerru[way]n",2,2
"kasāpu[break-(into-bits)]v",3,2
"iššanû[theirs]pp",2,2
"gargamisaya[from-carchemish]en",2,2
"ubru-libbali[1]pn",2,2
"til-barsipaya[from-til-barsip]en",2,2
"seʾ-gabbari[1]pn",2,2
"nerab[1]gn",3,2
"nur-sin[1]pn",2,2
"gir-dadi[1]pn",6,2
"rāšû[affected]aj",2,2
"gulēnu[cloak]n",4,2
"emu[father-in-law]n",2,2
"seʾru[plastered]aj",2,2
"mūbû[thickness]n",7,2
"nemed-issaraya[from-nemed-ištar]en",2,2
"laqaya[from-laqe]en",2,2
"eber-nari[across-the-river]gn",2,2
"nabu-dur-maki[1]pn",2,2
"patti-illil[1]wn",2,2
"erbu[income]n",3,2
"apku[1]gn",2,2
"samnuha-belu-uṣur[1]pn",2,2
"kannuʾaya[1]en",2,2
"šallūru[plum]n",2,2
"mazāqu[suck]v",2,2
"dekû[raised]aj",2,2
"kiṣrūtu[of-the-cohort]n",2,2
"gizzu[shearing]n",3,2
"qappataya[qappatean]en",2,2
"mašāʾu[take-away-by-force]v",3,2
"libbātu[rage]n",2,2
"naksu[cut-(off)]aj",2,2
"abālu[dry-(up)]v",2,2
"harda[1]gn",2,2
"ša-bīrāti[garrison-troops]n",2,2
"kanunaya[1]pn",2,2
"taziru[taziru]en",3,2
"kâšunu[you]ip",2,2
"ulmu[axe]n",2,2
"surrātu[lies]n",2,2
"bāšû[existing]aj",2,2
"eṣēpu[double]v",2,2
"atānu[she-ass]n",2,2
"būlu[animals]n",2,2
"aššur-patinu[1]pn",2,2
"yataʾ[1]pn",2,2
"šunāšunu[to-them]ip",2,2
"tamītu[oath]n",2,2
"etinaya[etinean]en",2,2
"talmīdu[apprentice]n",3,2
"sare[1]gn",3,2
"setinu[1]pn",3,2
"ṭuki[1]pn",2,2
"melarṭua[1]pn",3,2
"iṣiye[1]pn",2,2
"abiktu[defeat]n",2,2
"issar-duri[sarduri]pn",2,2
"dur-šamaš[1]gn",2,2
"niāši[to-us]ip",2,2
"šâša[to-her]ip",2,2
"gullubu[shorn]aj",3,2
"girûtu[hostility]n",2,2
"meṣaya[meṣaean]en",2,2
"ašāru[release]v",2,2
"quruba[1]gn",2,2
"šaklu[withheld]aj",2,2
"šiāhu[(meaning-unknown)]v",2,2
"hiptuna[1]gn",2,2
"nanu[1]pn",2,2
"naṭû[hit]v",2,2
"urdu-sin[1]pn",2,2
"hargaya[hargaean]en",4,2
"hargu[1]gn",3,2
"attar-ham[1]pn",3,2
"upaq-šamaš[1]pn",2,2
"ea-šarru-ibni[1]pn",2,2
"andiaya[andian]en",3,2
"abat-šarri-uṣur[1]pn",2,2
"atta-idri[1]pn",2,2
"bel-qatua[1]pn",2,2
"kalakku[kelek]n",2,2
"andurāru[freedom]n",2,2
"ṣāpiu[dyer]n",2,2
"šīṭu[careless]aj",2,2
"kuškaya[1]pn",2,2
"šari[1]pn",3,2
"sani[1]pn",2,2
"dur-atanate[1]gn",3,2
"dala-il[1]pn",2,2
"azari[1]gn",2,2
"passuku[removed]aj",2,2
"babu[1]pn",2,2
"zaddi[1]gn",2,2
"umšarhu[(a-class-of-person)]n",3,2
"mušallim-adad[1]pn",2,2
"katāru[wait]v",2,2
"taškati[triplet]cn",2,2
"tuti[1]pn",3,2
"harpūtu[earliness]n",2,2
"nakru[strange]aj",2,2
"šūkultu[feeding]n",2,2
"qarāhu[freeze]v",2,2
"šuru[1]gn",2,2
"šalāhu[pull-out]v",2,2
"taskarinnu[box-tree]n",2,2
"tallu[dividing-line]n",2,2
"šarāmu[trim]v",4,2
"pušku[unit]n",2,2
"raqqaqu[very-thin]aj",2,2
"rabrabānī[high-ranking-officers]n",2,2
"parkullu[seal-cutter]n",2,2
"rappu[hoop]n",2,2
"al-ša-rešani[eunuch-town]gn",2,2
"qurdi-nergal[1]pn",2,2
"ṭabussu[1]pn",2,2
"urdi[1]pn",2,2
"susu[1]pn",2,2
"ṣāhitu[oil-presser]n",2,2
"ilumma-lidgul[1]pn",2,2
"šer-idri[1]pn",3,2
"mašqītu[watering-place]n",2,2
"alu-pahhari[potter-town]gn",3,2
"malgūtu[(meaning-unknown)]n",2,2
"qatnu[thin]aj",2,2
"šunūti[them]ip",2,2
"šamšanni-ilu[1]pn",2,2
"nabu-uballiṭ[1]pn",2,2
"sin-taklak[1]pn",2,2
"ahu-ittabši[1]pn",2,2
"bel-šumu-iddina[1]pn",2,2
"quli[1]pn",2,2
"adda-imme[1]pn",2,2
"hana-seʾ[1]pn",2,2
"šamaš-iqbi[1]pn",3,2
"ziblu[waste-matter]n",2,2
"adad-mušeṣi[1]pn",2,2
"šep-adad[1]pn",2,2
"mannu-lu-ahuʾa[1]pn",6,2
"ahuʾa-amur[1]pn",3,2
"kiqillutu[rubbish-dump]n",2,2
"dagan-milki[1]pn",4,2
"imannu[1]pn",2,2
"adda[1]pn",2,2
"ša-muhhi-qanāti[overseer-of-reeds]n",2,2
"pišermu[1]pn",2,2
"attartu[(military)-cart]n",2,2
"atinnu[1]pn",2,2
"daluwa[1]pn",2,2
"urdu-aya[1]pn",2,2
"birmu[multicoloured-cloth]n",2,2
"ilu-ibni[1]pn",2,2
"aššur-šezibanni[1]pn",2,2
"bel-ašared[1]pn",3,2
"sin-zeru-ibni[1]pn",2,2
"zer-kitti-lešir[1]pn",2,2
"hanin-aya[1]pn",2,2
"amma[1]pn",2,2
"šame-tabani[1]pn",2,2
"bar-ahati[1]pn",7,2
"tiʾi[1]gn",2,2
"bel-harran-taklak[1]pn",2,2
"šamaš-šumu-uṣur[1]pn",2,2
"attara[1]pn",2,2
"garruṣu[1]pn",3,2
"ṭab-bel[1]pn",3,2
"lu-ki-mama[1]pn",2,2
"surarati[1]pn",2,2
"lahhinutu[(a-female-official)]n",2,2
"eṭāru[to-pay]v",2,2
"ahu-aya[1]pn",2,2
